LAMMPS data file generated by OpenBabel
5784 atoms
0  bonds
0  angles
0  dihedrals
0  impropers
3 atom types
0  bond types
0  angle types
0  dihedral types
0  improper types
0.000000 88.382870580513782 xlo xhi
0.000000 88.382870580513782 ylo yhi
0.000000 88.382870580513782 zlo zhi



Masses

1 12.0107 # C
2 1.00794 # H
3 15.9994 # O


Atoms

  84	2	0.000	49.931	50.818	74.388
  85	1	0.000	28.937	58.452	19.433
  86	1	0.000	27.949	59.272	19.063
  87	2	0.000	28.865	57.862	20.341
  88	2	0.000	29.838	58.356	18.836
  89	2	0.000	27.048	59.368	19.660
  90	2	0.000	28.022	59.862	18.155
  91	1	0.000	16.805	23.790	42.782
  92	1	0.000	16.923	23.267	44.006
  93	2	0.000	17.682	24.054	42.199
  94	2	0.000	15.830	23.963	42.338
  95	2	0.000	17.897	23.093	44.449
  96	2	0.000	16.045	23.003	44.588
  97	1	0.000	55.129	57.379	83.445
  98	1	0.000	54.313	57.127	84.472
  99	2	0.000	55.673	58.316	83.378
 100	2	0.000	55.271	56.653	82.650
 101	2	0.000	54.172	57.853	85.266
 102	2	0.000	53.770	56.190	84.538
 103	1	0.000	41.251	31.322	8.258
 104	1	0.000	42.148	30.365	8.510
 105	2	0.000	40.935	31.541	7.244
 106	2	0.000	40.814	31.906	9.063
 107	2	0.000	42.585	29.781	7.707
 108	2	0.000	42.464	30.147	9.526
 109	1	0.000	46.438	57.241	3.109
 110	1	0.000	47.045	56.052	3.048
 111	2	0.000	47.010	58.157	3.203
 112	2	0.000	45.356	57.320	3.065
 113	2	0.000	48.126	55.972	3.091
 114	2	0.000	46.471	55.135	2.953
 115	1	0.000	36.535	4.380	5.739
 116	1	0.000	35.684	4.730	6.707
 117	2	0.000	36.753	3.337	5.535
 118	2	0.000	37.032	5.130	5.131
 119	2	0.000	35.188	3.981	7.315
 120	2	0.000	35.467	5.774	6.911
 121	1	0.000	37.552	78.867	37.970
 122	1	0.000	37.441	78.101	39.059
 123	2	0.000	37.133	79.867	37.944
 124	2	0.000	38.066	78.508	37.083
 125	2	0.000	36.928	78.459	39.946
 126	2	0.000	37.861	77.100	39.085
 127	1	0.000	17.991	47.154	64.972
 128	1	0.000	17.532	45.956	65.346
 129	2	0.000	18.191	47.376	63.929
 130	2	0.000	18.177	47.935	65.703
 131	2	0.000	17.347	45.175	64.617
 132	2	0.000	17.333	45.734	66.390
 133	1	0.000	26.724	21.546	31.178
 134	1	0.000	27.302	21.808	30.002
 135	2	0.000	25.902	22.151	31.546
 136	2	0.000	27.063	20.721	31.797
 137	2	0.000	26.963	22.632	29.384
 138	2	0.000	28.124	21.202	29.635
 139	1	0.000	55.852	27.142	52.464
 140	1	0.000	56.496	28.282	52.199
 141	2	0.000	55.128	27.082	53.269
 142	2	0.000	56.037	26.245	51.881
 143	2	0.000	56.312	29.178	52.782
 144	2	0.000	57.221	28.341	51.393
 145	1	0.000	66.320	69.735	10.373
 146	1	0.000	65.166	69.543	9.728
 147	2	0.000	66.479	69.332	11.368
 148	2	0.000	67.128	70.301	9.920
 149	2	0.000	64.358	68.978	10.181
 150	2	0.000	65.007	69.948	8.733
 151	1	0.000	36.265	11.937	37.441
 152	1	0.000	35.535	10.818	37.441
 153	2	0.000	36.824	12.241	38.319
 154	2	0.000	36.318	12.570	36.561
 155	2	0.000	35.481	10.184	38.320
 156	2	0.000	34.976	10.514	36.562
 157	1	0.000	34.299	83.790	75.509
 158	1	0.000	34.992	84.907	75.270
 159	2	0.000	33.347	83.607	75.023
 160	2	0.000	34.671	83.036	76.196
 161	2	0.000	34.621	85.660	74.584
 162	2	0.000	35.945	85.089	75.757
 163	1	0.000	74.380	52.016	19.542
 164	1	0.000	75.163	51.856	20.613
 165	2	0.000	73.428	51.501	19.463
 166	2	0.000	74.675	52.665	18.724
 167	2	0.000	74.868	51.207	21.431
 168	2	0.000	76.115	52.371	20.692
 169	1	0.000	6.333	6.662	22.445
 170	1	0.000	7.603	6.657	22.860
 171	2	0.000	6.089	6.602	21.390
 172	2	0.000	5.513	6.727	23.153
 173	2	0.000	8.423	6.593	22.152
 174	2	0.000	7.848	6.718	23.916
 175	1	0.000	15.477	51.945	9.807
 176	1	0.000	16.234	52.677	8.985
 177	2	0.000	15.922	51.231	10.491
 178	2	0.000	14.396	52.047	9.812
 179	2	0.000	17.314	52.576	8.980
 180	2	0.000	15.788	53.393	8.301
 181	1	0.000	40.987	43.869	77.510
 182	1	0.000	41.402	44.109	76.263
 183	2	0.000	40.540	42.917	77.778
 184	2	0.000	41.087	44.620	78.288
 185	2	0.000	41.303	43.360	75.485
 186	2	0.000	41.849	45.062	75.995
 187	1	0.000	47.653	25.120	4.430
 188	1	0.000	47.208	26.204	5.072
 189	2	0.000	47.237	24.139	4.632
 190	2	0.000	48.443	25.194	3.688
 191	2	0.000	46.419	26.131	5.813
 192	2	0.000	47.624	27.186	4.869
 193	1	0.000	7.842	63.852	9.035
 194	1	0.000	8.214	62.901	9.896
 195	2	0.000	8.565	64.335	8.386
 196	2	0.000	6.805	64.167	8.962
 197	2	0.000	9.249	62.586	9.969
 198	2	0.000	7.490	62.419	10.545
 199	1	0.000	68.076	57.048	41.328
 200	1	0.000	69.345	56.633	41.296
 201	2	0.000	67.514	57.201	40.413
 202	2	0.000	67.574	57.243	42.271
 203	2	0.000	69.847	56.438	40.355
 204	2	0.000	69.907	56.479	42.213
 205	1	0.000	36.905	51.550	60.828
 206	1	0.000	36.201	50.594	60.215
 207	2	0.000	36.534	52.031	61.727
 208	2	0.000	37.868	51.871	60.442
 209	2	0.000	35.240	50.273	60.601
 210	2	0.000	36.574	50.114	59.316
 211	1	0.000	70.316	68.698	24.897
 212	1	0.000	68.985	68.724	24.785
 213	2	0.000	70.921	69.537	24.572
 214	2	0.000	70.826	67.835	25.315
 215	2	0.000	68.474	69.585	24.368
 216	2	0.000	68.379	67.884	25.111
 217	1	0.000	20.464	38.616	59.990
 218	1	0.000	20.280	37.293	59.944
 219	2	0.000	20.709	39.115	60.922
 220	2	0.000	20.373	39.225	59.096
 221	2	0.000	20.370	36.684	60.837
 222	2	0.000	20.035	36.794	59.012
 223	1	0.000	73.788	33.902	60.592
 224	1	0.000	74.714	32.959	60.396
 225	2	0.000	73.636	34.342	61.572
 226	2	0.000	73.164	34.251	59.776
 227	2	0.000	75.339	32.609	61.212
 228	2	0.000	74.866	32.519	59.416
 229	1	0.000	12.953	24.889	64.007
 230	1	0.000	11.715	25.139	63.571
 231	2	0.000	13.483	25.603	64.628
 232	2	0.000	13.461	23.964	63.750
 233	2	0.000	11.207	26.063	63.827
 234	2	0.000	11.185	24.424	62.949
 235	1	0.000	78.535	52.337	18.324
 236	1	0.000	79.866	52.221	18.331
 237	2	0.000	78.055	53.297	18.479
 238	2	0.000	77.898	51.472	18.163
 239	2	0.000	80.502	53.085	18.491
 240	2	0.000	80.345	51.260	18.176
 241	1	0.000	52.871	78.477	61.951
 242	1	0.000	54.080	78.958	62.254
 243	2	0.000	52.750	77.472	61.561
 244	2	0.000	51.978	79.079	62.088
 245	2	0.000	54.972	78.356	62.118
 246	2	0.000	54.200	79.964	62.644
 247	1	0.000	64.759	69.184	4.370
 248	1	0.000	64.092	68.256	3.676
 249	2	0.000	65.028	70.133	3.920
 250	2	0.000	65.047	69.010	5.402
 251	2	0.000	63.804	68.429	2.644
 252	2	0.000	63.823	67.306	4.126
 253	1	0.000	52.744	6.593	49.079
 254	1	0.000	52.013	6.216	50.132
 255	2	0.000	53.552	7.309	49.186
 256	2	0.000	52.548	6.193	48.089
 257	2	0.000	52.209	6.616	51.122
 258	2	0.000	51.205	5.500	50.025
 259	1	0.000	35.583	17.387	46.105
 260	1	0.000	35.850	18.267	47.075
 261	2	0.000	34.733	17.523	45.444
 262	2	0.000	36.209	16.514	45.954
 263	2	0.000	35.224	19.140	47.226
 264	2	0.000	36.700	18.131	47.736
 265	1	0.000	49.671	4.451	73.053
 266	1	0.000	49.726	5.307	72.029
 267	2	0.000	50.148	3.478	72.996
 268	2	0.000	49.149	4.707	73.969
 269	2	0.000	50.248	5.051	71.113
 270	2	0.000	49.249	6.280	72.087
 271	1	0.000	51.991	54.843	51.399
 272	1	0.000	51.752	56.031	51.962
 273	2	0.000	51.959	54.717	50.322
 274	2	0.000	52.222	53.972	52.005
 275	2	0.000	51.521	56.901	51.356
 276	2	0.000	51.784	56.157	53.040
 277	1	0.000	69.794	26.865	13.509
 278	1	0.000	70.817	26.053	13.229
 279	2	0.000	69.000	27.034	12.789
 280	2	0.000	69.730	27.377	14.464
 281	2	0.000	70.881	25.541	12.275
 282	2	0.000	71.611	25.883	13.950
 283	1	0.000	6.062	17.375	25.857
 284	1	0.000	5.777	18.433	25.091
 285	2	0.000	5.380	17.045	26.633
 286	2	0.000	6.984	16.818	25.721
 287	2	0.000	4.856	18.989	25.226
 288	2	0.000	6.460	18.762	24.315
 289	1	0.000	11.592	7.217	44.250
 290	1	0.000	11.019	7.005	45.438
 291	2	0.000	12.658	7.078	44.109
 292	2	0.000	11.004	7.535	43.394
 293	2	0.000	11.606	6.687	46.294
 294	2	0.000	9.952	7.145	45.579
 295	1	0.000	34.953	53.435	72.113
 296	1	0.000	36.275	53.614	72.043
 297	2	0.000	34.371	53.871	72.918
 298	2	0.000	34.427	52.848	71.366
 299	2	0.000	36.801	54.201	72.789
 300	2	0.000	36.857	53.178	71.237
 301	1	0.000	4.909	14.231	24.728
 302	1	0.000	3.890	13.762	24.003
 303	2	0.000	5.721	14.782	24.264
 304	2	0.000	4.952	14.073	25.802
 305	2	0.000	3.847	13.920	22.930
 306	2	0.000	3.078	13.212	24.468
 307	1	0.000	49.978	57.833	6.028
 308	1	0.000	50.991	57.149	5.488
 309	2	0.000	49.044	57.965	5.493
 310	2	0.000	50.065	58.275	7.016
 311	2	0.000	50.905	56.707	4.501
 312	2	0.000	51.926	57.017	6.023
 313	1	0.000	45.173	58.721	77.324
 314	1	0.000	44.098	58.369	76.612
 315	2	0.000	45.295	58.395	78.351
 316	2	0.000	45.952	59.342	76.892
 317	2	0.000	43.320	57.749	77.044
 318	2	0.000	43.976	58.695	75.584
 319	1	0.000	84.007	66.840	43.907
 320	1	0.000	84.936	67.791	44.038
 321	2	0.000	83.305	66.629	44.707
 322	2	0.000	83.930	66.254	42.996
 323	2	0.000	85.013	68.378	44.947
 324	2	0.000	85.638	68.002	43.237
 325	1	0.000	77.139	78.849	32.896
 326	1	0.000	76.190	77.910	32.942
 327	2	0.000	77.703	79.031	31.987
 328	2	0.000	77.371	79.454	33.767
 329	2	0.000	75.958	77.305	32.071
 330	2	0.000	75.626	77.727	33.851
 331	1	0.000	75.519	11.347	21.016
 332	1	0.000	75.115	11.786	22.212
 333	2	0.000	76.364	11.801	20.509
 334	2	0.000	75.011	10.526	20.520
 335	2	0.000	75.622	12.606	22.708
 336	2	0.000	74.270	11.331	22.719
 337	1	0.000	55.748	22.473	21.457
 338	1	0.000	54.413	22.447	21.496
 339	2	0.000	56.277	22.670	20.531
 340	2	0.000	56.337	22.298	22.352
 341	2	0.000	53.823	22.622	20.602
 342	2	0.000	53.883	22.250	22.423
 343	1	0.000	59.105	36.666	75.337
 344	1	0.000	59.814	35.544	75.188
 345	2	0.000	58.348	36.951	74.614
 346	2	0.000	59.266	37.322	76.187
 347	2	0.000	59.653	34.888	74.339
 348	2	0.000	60.571	35.259	75.912
 349	1	0.000	22.603	74.164	83.639
 350	1	0.000	22.501	73.209	84.567
 351	2	0.000	21.795	74.355	82.941
 352	2	0.000	23.497	74.774	83.559
 353	2	0.000	21.608	72.599	84.648
 354	2	0.000	23.310	73.018	85.266
 355	1	0.000	67.727	76.127	7.159
 356	1	0.000	67.673	77.278	7.835
 357	2	0.000	68.592	75.476	7.229
 358	2	0.000	66.906	75.813	6.521
 359	2	0.000	68.493	77.592	8.472
 360	2	0.000	66.807	77.929	7.764
 361	1	0.000	45.747	20.266	78.681
 362	1	0.000	46.883	19.565	78.623
 363	2	0.000	45.216	20.546	77.777
 364	2	0.000	45.325	20.572	79.633
 365	2	0.000	47.305	19.259	77.672
 366	2	0.000	47.414	19.284	79.528
 367	1	0.000	62.212	11.935	24.294
 368	1	0.000	61.050	11.659	23.695
 369	2	0.000	62.341	12.842	24.874
 370	2	0.000	63.057	11.257	24.217
 371	2	0.000	60.205	12.335	23.773
 372	2	0.000	60.921	10.750	23.115
 373	1	0.000	6.891	37.877	85.755
 374	1	0.000	8.001	37.523	86.408
 375	2	0.000	6.728	38.903	85.443
 376	2	0.000	6.124	37.147	85.518
 377	2	0.000	8.769	38.253	86.644
 378	2	0.000	8.165	36.496	86.719
 379	1	0.000	52.117	83.226	28.247
 380	1	0.000	50.947	82.775	27.785
 381	2	0.000	53.046	82.722	28.005
 382	2	0.000	52.167	84.108	28.878
 383	2	0.000	50.896	81.893	27.155
 384	2	0.000	50.017	83.280	28.027
 385	1	0.000	29.264	4.540	76.120
 386	1	0.000	27.944	4.722	76.212
 387	2	0.000	29.676	3.657	75.644
 388	2	0.000	29.959	5.273	76.519
 389	2	0.000	27.249	3.990	75.813
 390	2	0.000	27.532	5.606	76.688
 391	1	0.000	86.164	44.091	11.560
 392	1	0.000	85.444	44.820	10.702
 393	2	0.000	85.792	43.868	12.555
 394	2	0.000	87.139	43.703	11.284
 395	2	0.000	84.469	45.208	10.978
 396	2	0.000	85.816	45.042	9.707
 397	1	0.000	27.730	54.898	33.801
 398	1	0.000	26.484	54.560	34.144
 399	2	0.000	28.253	54.378	33.006
 400	2	0.000	28.252	55.703	34.310
 401	2	0.000	25.962	53.757	33.636
 402	2	0.000	25.961	55.082	34.940
 403	1	0.000	1.022	60.556	22.978
 404	1	0.000	1.889	61.481	22.556
 405	2	0.000	1.160	59.508	22.733
 406	2	0.000	0.159	60.828	23.576
 407	2	0.000	2.752	61.209	21.958
 408	2	0.000	1.751	62.530	22.801
 409	1	0.000	86.697	84.970	25.709
 410	1	0.000	86.937	86.234	25.348
 411	2	0.000	87.295	84.153	25.321
 412	2	0.000	85.897	84.729	26.402
 413	2	0.000	87.737	86.476	24.656
 414	2	0.000	86.339	87.052	25.737
 415	1	0.000	32.994	41.466	64.235
 416	1	0.000	34.043	40.900	64.837
 417	2	0.000	32.065	41.634	64.770
 418	2	0.000	33.043	41.772	63.195
 419	2	0.000	33.995	40.594	65.877
 420	2	0.000	34.973	40.732	64.301
 421	1	0.000	55.309	68.094	35.007
 422	1	0.000	54.329	67.192	34.898
 423	2	0.000	55.194	68.974	35.631
 424	2	0.000	56.246	67.970	34.472
 425	2	0.000	53.393	67.316	35.432
 426	2	0.000	54.445	66.312	34.274
 427	1	0.000	9.172	24.424	36.570
 428	1	0.000	9.896	23.561	35.851
 429	2	0.000	9.255	25.494	36.411
 430	2	0.000	8.481	24.077	37.332
 431	2	0.000	10.587	23.908	35.090
 432	2	0.000	9.812	22.491	36.011
 433	1	0.000	86.658	33.564	5.806
 434	1	0.000	87.486	32.811	5.077
 435	2	0.000	85.980	34.269	5.336
 436	2	0.000	86.642	33.491	6.889
 437	2	0.000	87.502	32.884	3.995
 438	2	0.000	88.164	32.106	5.549
 439	1	0.000	13.492	37.129	3.133
 440	1	0.000	14.794	37.012	2.858
 441	2	0.000	12.752	36.534	2.608
 442	2	0.000	13.139	37.823	3.890
 443	2	0.000	15.146	36.318	2.102
 444	2	0.000	15.533	37.608	3.384
 445	1	0.000	35.177	32.961	62.134
 446	1	0.000	35.530	32.786	63.410
 447	2	0.000	34.237	32.574	61.755
 448	2	0.000	35.822	33.496	61.443
 449	2	0.000	34.886	32.252	64.101
 450	2	0.000	36.471	33.173	63.790
 451	1	0.000	6.084	81.481	60.915
 452	1	0.000	4.829	81.919	61.053
 453	2	0.000	6.566	81.459	59.944
 454	2	0.000	6.654	81.137	61.773
 455	2	0.000	4.259	82.263	60.197
 456	2	0.000	4.347	81.941	62.026
 457	1	0.000	35.396	71.014	74.878
 458	1	0.000	34.301	71.514	75.456
 459	2	0.000	36.091	70.395	75.436
 460	2	0.000	35.620	71.213	73.834
 461	2	0.000	34.077	71.315	76.499
 462	2	0.000	33.606	72.133	74.897
 463	1	0.000	9.572	57.434	29.242
 464	1	0.000	10.106	56.584	28.360
 465	2	0.000	10.184	57.912	29.999
 466	2	0.000	8.512	57.668	29.223
 467	2	0.000	11.165	56.349	28.378
 468	2	0.000	9.493	56.106	27.602
 469	1	0.000	22.428	39.175	18.066
 470	1	0.000	23.557	38.780	17.472
 471	2	0.000	21.699	39.781	17.538
 472	2	0.000	22.210	38.900	19.094
 473	2	0.000	23.775	39.054	16.445
 474	2	0.000	24.286	38.173	18.001
 475	1	0.000	67.349	36.160	16.420
 476	1	0.000	66.212	35.523	16.124
 477	2	0.000	67.953	36.617	15.643
 478	2	0.000	67.697	36.237	17.445
 479	2	0.000	65.863	35.446	15.100
 480	2	0.000	65.608	35.067	16.902
 481	1	0.000	6.318	53.612	75.354
 482	1	0.000	6.473	52.538	74.574
 483	2	0.000	6.168	54.597	74.927
 484	2	0.000	6.338	53.525	76.436
 485	2	0.000	6.453	52.624	73.493
 486	2	0.000	6.624	51.552	75.002
 487	1	0.000	5.723	59.440	75.662
 488	1	0.000	4.485	59.505	75.164
 489	2	0.000	6.573	59.808	75.098
 490	2	0.000	5.910	59.018	76.644
 491	2	0.000	4.297	59.927	74.183
 492	2	0.000	3.634	59.137	75.729
 493	1	0.000	84.002	52.493	87.405
 494	1	0.000	83.200	53.459	86.946
 495	2	0.000	84.036	51.520	86.927
 496	2	0.000	84.641	52.658	88.267
 497	2	0.000	82.562	53.295	86.085
 498	2	0.000	83.167	54.433	87.425
 499	1	0.000	86.968	36.173	51.167
 500	1	0.000	86.129	36.936	51.874
 501	2	0.000	86.609	35.312	50.612
 502	2	0.000	88.030	36.394	51.131
 503	2	0.000	85.067	36.715	51.911
 504	2	0.000	86.488	37.797	52.429
 505	1	0.000	63.073	79.279	1.831
 506	1	0.000	64.380	79.098	1.622
 507	2	0.000	62.385	79.398	1.001
 508	2	0.000	62.666	79.310	2.836
 509	2	0.000	64.788	79.067	0.617
 510	2	0.000	65.069	78.978	2.452
 511	1	0.000	16.080	83.025	46.990
 512	1	0.000	15.280	81.955	46.956
 513	2	0.000	15.690	84.022	46.817
 514	2	0.000	17.142	82.923	47.192
 515	2	0.000	14.219	82.056	46.754
 516	2	0.000	15.671	80.958	47.129
 517	1	0.000	29.162	60.576	69.042
 518	1	0.000	28.299	59.589	68.784
 519	2	0.000	29.778	60.561	69.935
 520	2	0.000	29.268	61.418	68.366
 521	2	0.000	28.192	58.747	69.460
 522	2	0.000	27.682	59.604	67.891
 523	1	0.000	3.498	55.057	43.205
 524	1	0.000	3.382	53.726	43.203
 525	2	0.000	3.352	55.634	42.298
 526	2	0.000	3.741	55.596	44.116
 527	2	0.000	3.138	53.187	42.293
 528	2	0.000	3.527	53.150	44.111
 529	1	0.000	23.951	61.682	46.656
 530	1	0.000	23.035	61.967	47.586
 531	2	0.000	24.011	60.693	46.215
 532	2	0.000	24.658	62.433	46.318
 533	2	0.000	22.327	61.218	47.924
 534	2	0.000	22.974	62.957	48.027
 535	1	0.000	56.838	37.093	81.900
 536	1	0.000	55.683	37.765	81.924
 537	2	0.000	57.116	36.429	82.712
 538	2	0.000	57.527	37.194	81.068
 539	2	0.000	54.994	37.664	82.756
 540	2	0.000	55.405	38.430	81.112
 541	1	0.000	58.754	83.356	54.785
 542	1	0.000	58.619	82.481	55.785
 543	2	0.000	58.911	84.411	54.981
 544	2	0.000	58.709	83.033	53.749
 545	2	0.000	58.663	82.803	56.820
 546	2	0.000	58.461	81.425	55.589
 547	1	0.000	40.344	50.969	11.386
 548	1	0.000	41.408	51.447	12.038
 549	2	0.000	40.359	50.838	10.309
 550	2	0.000	39.437	50.699	11.917
 551	2	0.000	42.315	51.716	11.507
 552	2	0.000	41.393	51.577	13.115
 553	1	0.000	2.490	11.240	66.631
 554	1	0.000	3.401	10.905	67.549
 555	2	0.000	1.630	11.847	66.891
 556	2	0.000	2.588	10.913	65.600
 557	2	0.000	3.303	11.231	68.579
 558	2	0.000	4.262	10.297	67.289
 559	1	0.000	20.281	14.589	8.379
 560	1	0.000	19.142	14.534	7.683
 561	2	0.000	20.648	13.724	8.922
 562	2	0.000	20.870	15.500	8.418
 563	2	0.000	18.553	13.624	7.642
 564	2	0.000	18.776	15.399	7.139
 565	1	0.000	58.925	41.554	59.883
 566	1	0.000	57.766	41.789	60.506
 567	2	0.000	59.196	42.093	58.982
 568	2	0.000	59.626	40.818	60.264
 569	2	0.000	57.066	42.525	60.126
 570	2	0.000	57.496	41.250	61.408
 571	1	0.000	6.439	3.888	3.072
 572	1	0.000	6.386	5.091	3.651
 573	2	0.000	7.213	3.647	2.352
 574	2	0.000	5.708	3.120	3.308
 575	2	0.000	7.116	5.858	3.416
 576	2	0.000	5.611	5.331	4.373
 577	1	0.000	58.472	26.520	69.931
 578	1	0.000	57.953	25.403	69.414
 579	2	0.000	58.880	26.535	70.937
 580	2	0.000	58.500	27.442	69.358
 581	2	0.000	57.926	24.481	69.986
 582	2	0.000	57.546	25.388	68.408
 583	1	0.000	75.129	18.103	23.197
 584	1	0.000	74.998	19.353	22.742
 585	2	0.000	74.809	17.835	24.198
 586	2	0.000	75.559	17.323	22.576
 587	2	0.000	74.568	20.132	23.362
 588	2	0.000	75.319	19.620	21.740
 589	1	0.000	15.129	74.206	65.262
 590	1	0.000	15.053	72.878	65.388
 591	2	0.000	14.594	74.864	65.938
 592	2	0.000	15.728	74.661	64.479
 593	2	0.000	14.454	72.423	66.170
 594	2	0.000	15.588	72.220	64.711
 595	1	0.000	82.904	52.464	32.590
 596	1	0.000	82.529	52.920	33.789
 597	2	0.000	82.472	51.559	32.175
 598	2	0.000	83.650	52.987	32.000
 599	2	0.000	81.783	52.397	34.379
 600	2	0.000	82.961	53.825	34.203
 601	1	0.000	39.837	16.217	9.159
 602	1	0.000	39.250	15.891	10.314
 603	2	0.000	40.864	15.934	8.953
 604	2	0.000	39.300	16.773	8.396
 605	2	0.000	39.785	15.335	11.077
 606	2	0.000	38.222	16.173	10.519
 607	1	0.000	50.611	3.189	62.290
 608	1	0.000	50.650	4.183	61.399
 609	2	0.000	50.918	2.184	62.022
 610	2	0.000	50.272	3.362	63.307
 611	2	0.000	50.989	4.011	60.383
 612	2	0.000	50.344	5.189	61.668
 613	1	0.000	55.531	73.231	7.848
 614	1	0.000	56.572	73.817	7.249
 615	2	0.000	55.654	72.311	8.410
 616	2	0.000	54.536	73.660	7.788
 617	2	0.000	57.567	73.388	7.309
 618	2	0.000	56.449	74.738	6.688
 619	1	0.000	53.222	19.664	33.975
 620	1	0.000	52.116	20.405	34.087
 621	2	0.000	53.607	19.102	34.819
 622	2	0.000	53.766	19.607	33.037
 623	2	0.000	51.573	20.463	35.024
 624	2	0.000	51.731	20.968	33.242
 625	1	0.000	47.357	60.678	19.076
 626	1	0.000	46.173	61.189	18.725
 627	2	0.000	48.073	60.357	18.326
 628	2	0.000	47.633	60.571	20.120
 629	2	0.000	45.897	61.297	17.682
 630	2	0.000	45.458	61.511	19.475
 631	1	0.000	16.123	68.633	7.880
 632	1	0.000	15.969	67.393	7.407
 633	2	0.000	15.622	69.476	7.416
 634	2	0.000	16.754	68.829	8.741
 635	2	0.000	15.338	67.197	6.546
 636	2	0.000	16.470	66.550	7.871
 637	1	0.000	38.579	36.013	64.529
 638	1	0.000	38.964	37.288	64.633
 639	2	0.000	38.554	35.512	63.567
 640	2	0.000	38.281	35.445	65.405
 641	2	0.000	39.261	37.856	63.758
 642	2	0.000	38.989	37.789	65.596
 643	1	0.000	10.989	25.512	82.099
 644	1	0.000	10.895	25.523	83.432
 645	2	0.000	11.699	24.866	81.593
 646	2	0.000	10.358	26.150	81.488
 647	2	0.000	11.525	24.885	84.043
 648	2	0.000	10.184	26.169	83.938
 649	1	0.000	69.487	49.067	14.298
